REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,TIME_PERIOD,OBS_VALUE,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,Column 1,Column 2
SRB,Serbia,GDP per capita (current US$),2003,3153.901131,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SYC,Seychelles,GDP per capita (current US$),2003,9070.284608,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SLE,Sierra Leone,GDP per capita (current US$),2003,413.8176073,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SGP,Singapore,GDP per capita (current US$),2003,23730.38401,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SVK,Slovak Republic,GDP per capita (current US$),2003,8675.396337,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SVN,Slovenia,GDP per capita (current US$),2003,14711.67487,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SLB,Solomon Islands,GDP per capita (current US$),2003,895.9892727,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SOM,Somalia,GDP per capita (current US$),2003,286.2730252,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZAF,South Africa,GDP per capita (current US$),2003,4062.21756,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ESP,Spain,GDP per capita (current US$),2003,21522.0171,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LKA,Sri Lanka,GDP per capita (current US$),2003,946.3822551,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
KNA,St. Kitts and Nevis,GDP per capita (current US$),2003,10175.62954,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LCA,St. Lucia,GDP per capita (current US$),2003,6058.606221,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VCT,St. Vincent and the Grenadines,GDP per capita (current US$),2003,4499.614542,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SDN,Sudan,GDP per capita (current US$),2003,580.3202515,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SUR,Suriname,GDP per capita (current US$),2003,2516.10404,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SWE,Sweden,GDP per capita (current US$),2003,37292.42143,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHE,Switzerland,GDP per capita (current US$),2003,49335.74563,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SYR,Syrian Arab Republic,GDP per capita (current US$),2003,1220.179077,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TJK,Tajikistan,GDP per capita (current US$),2003,233.5812485,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TZA,Tanzania,GDP per capita (current US$),2003,422.1835938,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
THA,Thailand,GDP per capita (current US$),2003,2347.540013,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TLS,Timor-Leste,GDP per capita (current US$),2003,534.9011537,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TGO,Togo,GDP per capita (current US$),2003,538.1653778,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TON,Tonga,GDP per capita (current US$),2003,1936.04104,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TTO,Trinidad and Tobago,GDP per capita (current US$),2003,8445.046535,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TUN,Tunisia,GDP per capita (current US$),2003,2725.864315,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TUR,Turkiye,GDP per capita (current US$),2003,4637.882185,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TKM,Turkmenistan,GDP per capita (current US$),2003,1228.948703,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TCA,Turks and Caicos Islands,GDP per capita (current US$),2003,18859.18903,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TUV,Tuvalu,GDP per capita (current US$),2003,2006.842499,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UGA,Uganda,GDP per capita (current US$),2003,250.7154366,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UKR,Ukraine,GDP per capita (current US$),2003,1076.481567,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARE,United Arab Emirates,GDP per capita (current US$),2003,29659.54286,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
GBR,United Kingdom,GDP per capita (current US$),2003,34442.68754,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
USA,United States,GDP per capita (current US$),2003,39490.30239,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
URY,Uruguay,GDP per capita (current US$),2003,3671.123293,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UZB,Uzbekistan,GDP per capita (current US$),2003,394.1640289,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VUT,Vanuatu,GDP per capita (current US$),2003,1566.513968,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VEN,"Venezuela, RB",GDP per capita (current US$),2003,3229.505571,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VNM,Viet Nam,GDP per capita (current US$),2003,497.1170892,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
VIR,Virgin Islands (U.S.),GDP per capita (current US$),2003,31731.25662,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PSE,West Bank and Gaza,GDP per capita (current US$),2003,1257.69857,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
YEM,"Yemen, Rep.",GDP per capita (current US$),2003,548.905883,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZMB,Zambia,GDP per capita (current US$),2003,446.2901048,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ZWE,Zimbabwe,GDP per capita (current US$),2003,468.2342235,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFE,Africa Eastern and Southern,GDP per capita (current US$),2004,981.7446316,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFW,Africa Western and Central,GDP per capita (current US$),2004,840.2520851,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARB,Arab World,GDP per capita (current US$),2004,3133.736877,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CSS,Caribbean small states,GDP per capita (current US$),2004,8233.769627,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CEB,Central Electricity Board (CEB),GDP per capita (current US$),2004,7180.27037,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAR,Early-demographic dividend,GDP per capita (current US$),2004,1562.649517,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAS,East Asia & Pacific,GDP per capita (current US$),2004,4619.994862,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EAP,East Asia & Pacific (excluding high income),GDP per capita (current US$),2004,1439.934645,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TEA,East Asia & Pacific (IDA & IBRD),GDP per capita (current US$),2004,1456.969491,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EMU,Euro area,GDP per capita (current US$),2004,30803.2861,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECS,Europe & Central Asia,GDP per capita (current US$),2004,18102.98661,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ECA,Europe & Central Asia (excluding high income),GDP per capita (current US$),2004,2877.767159,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TEC,Europe & Central Asia (IDA & IBRD),GDP per capita (current US$),2004,3720.492948,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
EUU,European Union,GDP per capita (current US$),2004,26368.68212,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
FCS,Fragile and conflict affected situations,GDP per capita (current US$),2004,872.112688,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HPC,Heavily indebted poor countries (HIPC),GDP per capita (current US$),2004,463.5195926,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
HIC,High income,GDP per capita (current US$),2004,28420.74301,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBD,IBRD only,GDP per capita (current US$),2004,1946.097498,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IBT,IDA & IBRD total,GDP per capita (current US$),2004,1632.39782,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDB,IDA blend,GDP per capita (current US$),2004,837.2715951,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDX,IDA only,GDP per capita (current US$),2004,450.5138308,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
IDA,IDA total,GDP per capita (current US$),2004,585.5468604,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LTE,Late-demographic dividend,GDP per capita (current US$),2004,2453.921653,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LCN,Latin America & Caribbean,GDP per capita (current US$),2004,4385.877024,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LAC,Latin America & Caribbean (excluding high income),GDP per capita (current US$),2004,4149.538593,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TLA,Latin America & Caribbean (IDA & IBRD),GDP per capita (current US$),2004,4252.839665,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LDC,Least developed countries: UN classification,GDP per capita (current US$),2004,416.1237575,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMY,Low & middle income,GDP per capita (current US$),2004,1490.066348,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LIC,Low income,GDP per capita (current US$),2004,444.4992583,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
LMC,Lower middle income,GDP per capita (current US$),2004,721.1592548,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MEA,Middle East and North Africa,GDP per capita (current US$),2004,2624.189355,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MNA,Middle East & North Africa (excluding high income),GDP per capita (current US$),2004,1463.041488,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TMN,Middle East & North Africa (IDA & IBRD),GDP per capita (current US$),2004,1463.304671,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
MIC,Middle income,GDP per capita (current US$),2004,1570.321607,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
NAC,North America,GDP per capita (current US$),2004,40788.48304,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
OED,OECD members,GDP per capita (current US$),2004,28790.07715,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
OSS,Other small states,GDP per capita (current US$),2004,7412.850356,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PSS,Pacific island small states,GDP per capita (current US$),2004,2272.93163,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PST,Post-demographic dividend,GDP per capita (current US$),2004,32633.35997,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
PRE,Pre-demographic dividend,GDP per capita (current US$),2004,666.4009573,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SST,Small states,GDP per capita (current US$),2004,6950.246146,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SAS,South Asia,GDP per capita (current US$),2004,606.4780417,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSA,South Asia (IDA & IBRD),GDP per capita (current US$),2004,606.4780417,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSF,Sub-Saharan Africa,GDP per capita (current US$),2004,922.8698923,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
SSA,Sub-Saharan Africa (excluding high income),GDP per capita (current US$),2004,1009.772733,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TSS,Sub-Saharan Africa (IDA & IBRD),GDP per capita (current US$),2004,922.8698923,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
UMC,Upper middle income,GDP per capita (current US$),2004,2365.308231,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
WLD,World,GDP per capita (current US$),2004,6804.78415,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AFG,Afghanistan,GDP per capita (current US$),2004,221.7636539,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ALB,Albania,GDP per capita (current US$),2004,2446.909499,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
DZA,Algeria,GDP per capita (current US$),2004,2816.99385,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ASM,American Samoa,GDP per capita (current US$),2004,8958.428667,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AND,Andorra,GDP per capita (current US$),2004,39021.12781,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AGO,Angola,GDP per capita (current US$),2004,1266.210864,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ATG,Antigua and Barbuda,GDP per capita (current US$),2004,13037.88958,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARG,Argentina,GDP per capita (current US$),2004,4242.020991,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ARM,Armenia,GDP per capita (current US$),2004,1130.087914,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
ABW,Aruba,GDP per capita (current US$),2004,23700.63199,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUS,Australia,GDP per capita (current US$),2004,30836.73068,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AUT,Austria,GDP per capita (current US$),2004,36614.25065,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
AZE,Azerbaijan,GDP per capita (current US$),2004,1045.013633,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BHS,"Bahamas, The",GDP per capita (current US$),2004,26650.29342,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BHR,Bahrain,GDP per capita (current US$),2004,15963.94932,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BGD,Bangladesh,GDP per capita (current US$),2004,455.6140169,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRB,Barbados,GDP per capita (current US$),2004,12886.36653,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BLR,Belarus,GDP per capita (current US$),2004,2378.337005,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEL,Belgium,GDP per capita (current US$),2004,35429.40779,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BLZ,Belize,GDP per capita (current US$),2004,5156.098171,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BEN,Benin,GDP per capita (current US$),2004,758.6958038,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BMU,Bermuda,GDP per capita (current US$),2004,71692.1589,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BTN,Bhutan,GDP per capita (current US$),2004,1130.359346,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BOL,Bolivia,GDP per capita (current US$),2004,953.1918932,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BIH,Bosnia and Herzegovina,GDP per capita (current US$),2004,2452.686168,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BWA,Botswana,GDP per capita (current US$),2004,4956.692877,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRA,Brazil,GDP per capita (current US$),2004,3663.823188,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BRN,Brunei,GDP per capita (current US$),2004,24423.09477,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BGR,Bulgaria,GDP per capita (current US$),2004,3389.687434,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BFA,Burkina Faso,GDP per capita (current US$),2004,403.8128374,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
BDI,Burundi,GDP per capita (current US$),2004,125.1949652,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CPV,Cabo Verde,GDP per capita (current US$),2004,1929.490815,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
KHM,Cambodia,GDP per capita (current US$),2004,444.1990675,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CMR,Cameroon,GDP per capita (current US$),2004,1133.393267,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAN,Canada,GDP per capita (current US$),2004,32145.54126,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CAF,Central African Republic,GDP per capita (current US$),2004,303.4613212,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
TCD,Chad,GDP per capita (current US$),2004,445.8507672,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHI,Channel Islands,GDP per capita (current US$),2004,56259.53442,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHL,Chile,GDP per capita (current US$),2004,6120.591521,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
CHN,China,GDP per capita (current US$),2004,1530.927262,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COL,Colombia,GDP per capita (current US$),2004,2818.571954,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COM,Comoros,GDP per capita (current US$),2004,1091.272164,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COD,"Congo (the Democratic Republic of the)",GDP per capita (current US$),2004,180.664765,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
COG,"Congo, Rep.",GDP per capita (current US$),2004,1306.101363,GDP per capita (current US$),0,Units,WB_WDI,World Development Indicators (WDI),CUR,Currency,P1Y,Annual,,A,Normal value,PU,Public,,
